#{"t_start": 1782230560.1994348, "env_id": "BipedalWalker-v3"}
r,l,t
-100.56061,44,485.006801
-113.65494,56,485.114503
-116.384882,145,485.363099
-101.42661,63,485.480457
-103.987432,51,485.576049
-102.603518,49,485.682677
-100.722609,64,485.801345
-100.221633,97,485.972017
-103.158299,54,486.078927
-102.70593,45,486.163287
-102.514649,50,486.25703
-104.369195,53,486.355468
-99.995696,72,486.48819
-101.540997,50,486.581566
-101.914248,51,486.6784
-103.687473,55,486.78063
-113.64739,110,486.981411
-101.814456,69,487.108878
-102.539894,48,487.197526
-104.269441,47,487.290288
-110.184752,39,487.366987
-103.775255,53,487.464506
-45.685376,1600,490.738323
-105.44424,1600,493.451974
-117.965225,1600,496.170108
-103.336942,61,496.280618
-102.635569,50,496.372126
-104.598665,49,496.463649
-103.633433,50,496.556157
-103.002117,64,496.672666
-103.768209,86,496.823255
-114.343953,65,496.939764
-112.982796,46,497.031272
-104.415392,48,497.12178
-102.250335,66,497.239291
-104.472662,52,497.336798
-102.901977,60,497.447307
-113.903604,47,497.532815
-105.841152,46,497.618324
-105.3591,60,497.724832
-105.866372,49,497.81634
-103.321653,73,497.955849
-112.370028,68,498.076361
-109.460355,125,498.291884
-104.263936,61,498.401393
-102.85228,73,498.532902
-119.356798,93,498.696656
-155.065135,1234,500.788578
-105.164036,63,500.904714
-105.830576,46,500.98881
-105.267934,56,501.090428
-103.926055,52,501.192276
-102.223099,65,501.309924
-104.341543,49,501.407768
-106.711577,65,501.527223
-114.521284,62,501.644536
-103.908441,45,501.73023
-126.922615,137,501.963603
-103.260608,46,502.05448
-103.804937,39,502.126796
-105.270682,53,502.226634
-104.084238,43,502.316292
-105.785705,45,502.401799
-102.86148,44,502.481681
-103.332935,41,502.561047
-104.529812,42,502.639309
-103.138967,34,502.709013
-103.559311,45,502.792711
-102.439688,47,502.879848
-104.74636,42,502.964535
-105.853742,43,503.045974
-103.516267,57,503.214575
-103.46892,47,503.321607
-105.55875,54,503.42842
-104.239711,51,503.524384
-102.098808,50,503.618659
-103.214772,51,503.713701
-102.573846,60,503.826911
-138.998058,565,504.792747
-104.274806,45,504.87805
-104.40823,33,504.94431
-103.692267,54,505.042357
-103.185765,34,505.108254
-104.675161,40,505.191171
-103.179484,34,505.257999
-104.175939,49,505.351507
-105.66681,47,505.439015
-104.281453,53,505.541524
-103.459104,34,505.609032
-103.979455,47,505.695541
-104.743879,43,505.783544
-103.529042,33,505.850049
-104.015113,38,505.925558
-116.404944,71,506.054068
-103.881237,39,506.763634
-106.283524,57,506.866874
-107.796534,48,506.958382
-106.808918,89,507.119401
-105.335327,49,507.212908
-104.269246,39,507.283912
-106.313484,49,507.376265
-82.346314,1600,510.14311
-104.061199,81,510.304275
-66.579394,1600,513.067837
-105.115638,48,513.162807
-104.676299,81,513.308317
-77.361987,1600,516.061009
-104.627888,38,516.137518
-141.352575,1600,518.876789
