#{"t_start": 1782227811.909226, "env_id": "BipedalWalker-v3"}
r,l,t
293.673748,1178,1079.749635
291.805194,1215,1082.377985
293.888078,1182,1083.291347
292.111093,1209,1085.903831
295.548119,1170,1086.807486
294.249935,1163,1089.416146
294.40165,1154,1091.870095
294.441438,1147,1092.749773
294.732587,1151,1101.09614
-102.194946,99,1101.172265
292.091469,1171,1102.069216
291.547471,1160,1104.601909
295.740616,1147,1105.482355
292.937548,1173,1108.103679
296.516487,1114,1110.656306
294.163328,1131,1111.523312
293.492175,1173,1114.128972
295.513597,1129,1119.243259
-108.200207,96,1119.319044
-121.604523,158,1119.440677
-88.572291,154,1119.560286
296.922025,1123,1121.960872
297.610724,1107,1122.802126
296.598072,1125,1125.19341
-49.031111,289,1125.422866
296.868247,1113,1127.818038
290.336124,1210,1128.745123
20.997535,576,1130.795203
296.176754,1143,1131.680405
292.218432,1219,1134.205982
298.061615,1133,1140.8881
297.180138,1133,1143.292106
294.969534,1167,1144.195595
296.329308,1137,1146.606733
292.694351,1162,1149.016033
295.429708,1138,1149.894896
294.265861,1157,1152.349285
-100.051039,154,1152.467337
292.887231,1202,1153.388098
292.889449,1133,1161.669616
297.393136,1134,1162.538381
299.752323,1090,1164.95051
296.873093,1136,1167.427063
298.136215,1092,1168.252674
288.007408,1257,1170.82303
294.087577,1140,1171.694134
295.103251,1146,1174.15637
296.216065,1119,1175.009455
294.793896,1152,1183.353894
294.987678,1182,1184.247596
294.60935,1146,1186.883999
291.485285,1210,1189.450024
297.176442,1110,1190.293237
297.779782,1096,1192.76208
296.144436,1093,1193.583362
291.069477,1195,1196.114391
-108.363726,150,1196.229842
18.033364,558,1196.651935
296.322608,1143,1206.39012
297.026313,1125,1207.241158
296.888998,1111,1209.856788
0.637772,506,1210.236117
298.230863,1106,1212.791012
296.225927,1150,1213.66401
297.887853,1103,1216.224307
293.889266,1162,1217.099797
294.912408,1144,1219.868922
295.741232,1101,1220.698748
294.201583,1132,1228.93915
295.478835,1130,1229.78772
292.220932,1170,1232.306009
296.76997,1112,1234.871228
296.930503,1118,1235.716665
293.635417,1157,1238.29443
296.996614,1105,1239.136046
-108.398336,57,1239.184565
298.536983,1081,1241.607894
294.18861,1144,1248.027321
294.434245,1119,1250.473401
295.48973,1124,1251.330636
293.424737,1174,1253.830488
299.585505,1073,1262.995769
130.435314,897,1263.679796
299.246564,1089,1266.059845
300.576016,1067,1266.86957
301.081801,1051,1269.179385
-122.2712,109,1269.260838
165.06188,1004,1270.168924
298.477211,1055,1277.404257
295.067839,1110,1278.213182
297.850483,1091,1280.527516
299.688346,1046,1281.310666
300.37908,1033,1283.984524
297.971145,1076,1284.794774
302.451792,1015,1355.691651
299.234937,1076,1356.497661
-47.678459,292,1356.720732
298.634566,1087,1359.301383
298.320773,1073,1375.714497
-38.770133,280,1377.169811
300.669622,1048,1377.921989
-131.877535,152,1378.016591
298.787887,1064,1379.93756
300.69343,1048,1380.526244
-107.218712,44,1380.558183
298.64361,1076,1382.453776
299.026755,1072,1383.021361
301.664458,1039,1384.953426
288.312357,1222,1385.831543
299.247654,1058,1387.843132
301.823622,1050,1392.327149
298.359795,1081,1394.275323
302.024407,1042,1394.808319
-104.644858,48,1394.850095
51.809352,725,1396.684611
-81.727931,202,1396.80778
300.002507,1079,1397.407298
-103.660561,50,1397.431589
298.344448,1126,1399.524453
293.802959,1202,1401.512886
299.68636,1099,1402.13644
188.35016,1063,1404.008218
100.000762,812,1408.866994
299.530166,1080,1410.869624
300.291868,1070,1411.660648
293.734392,1173,1413.768249
-37.507961,339,1413.96958
295.75181,1142,1414.809514
-18.153982,581,1416.535487
-100.357171,157,1416.623224
-123.538501,175,1416.698918
-105.062593,48,1416.720918
-106.210551,48,1416.74092
299.278562,1065,1417.489822
300.797683,1044,1419.487583
298.146303,1092,1420.156046
301.562906,1042,1426.24911
300.229871,1082,1426.94953
6.494541,429,1428.532718
297.550634,1094,1429.138265
298.521196,1065,1431.212423
4.737296,495,1431.536473
-118.382221,122,1431.587951
54.870823,760,1432.076762
299.297383,1080,1434.192957
299.456169,1074,1434.798673
-80.04876,223,1436.323851
-113.656691,72,1436.37829
137.350441,907,1437.013157
46.816097,581,1437.272912
300.355789,1043,1443.526946
156.659827,1243,1444.248547
